Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
709422183,49,F,4,Uneducated,Married,FL,91750,no,yes,no,telephone,Blue-collar,15736,3
709423158,45,F,4,Uneducated,Unknown,CA,91750,no,no,no,cellular,Blue-collar,39143,2
709426608,60,F,0,Graduate,Married,TX,91750,no,yes,no,unknown,Blue-collar,25163,3
709429533,47,F,4,Doctorate,Single,TX,91750,no,yes,yes,cellular,Businessman,20658,3
709430508,38,F,1,Post-Graduate,Single,CA,91750,no,yes,yes,cellular,White-collar,17077,2
709432833,50,M,1,Post-Graduate,Unknown,TX,91750,no,no,no,cellular,Selfemployeed,81810,3
709434408,56,M,2,High School,Married,CA,91750,yes,no,no,unknown,Govt,114195,2
709435533,49,F,4,Unknown,Single,TX,91750,no,no,no,unknown,Blue-collar,13302,2
709436883,53,M,3,Uneducated,Married,FL,91750,no,yes,no,cellular,Selfemployeed,89428,2
709443633,63,M,0,High School,Married,VA,91750,no,yes,no,cellular,Retirees,77576,2
709444983,42,F,4,Graduate,Single,NJ,91750,yes,yes,no,cellular,Blue-collar,14548,1
709446783,38,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12692,3
709447908,45,F,2,Post-Graduate,Single,FL,91750,yes,yes,no,unknown,Retirees,35917,1
709449333,62,F,0,Doctorate,Married,NJ,91750,no,no,no,cellular,Businessman,50156,2
709451508,48,F,4,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,8250,2
709452633,50,F,2,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,20387,3
709453833,44,M,3,Graduate,Married,FL,91750,yes,no,no,unknown,White-collar,54352,3
709455108,60,F,0,High School,Single,FL,91750,no,no,no,cellular,Selfemployeed,41798,2
709459608,39,M,3,High School,Married,TX,91750,no,yes,no,cellular,Govt,98780,3
709460883,44,F,3,Graduate,Married,NY,91750,yes,no,no,unknown,Businessman,27469,1
709465758,43,F,3,Doctorate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,2565,1
709467183,42,M,3,Uneducated,Married,TX,91750,no,no,yes,unknown,Businessman,204097,2
709468683,56,F,3,High School,Unknown,MN,91750,no,yes,no,unknown,Retirees,15052,1
709469658,42,M,3,Graduate,Single,MA,91750,no,no,no,cellular,Govt,58888,2
709470858,38,F,3,Unknown,Single,NY,91750,yes,no,no,unknown,Blue-collar,12527,2
709473708,59,M,0,Graduate,Single,TX,91750,yes,no,no,unknown,Selfemployeed,15643,3
709474683,35,M,3,High School,Single,FL,91750,yes,yes,no,cellular,Govt,114417,2
709476033,40,M,3,Unknown,Married,NY,91750,no,no,no,cellular,Businessman,157062,2
709477233,43,F,3,Graduate,Married,FL,91750,yes,yes,no,cellular,Businessman,56489,2
709479558,44,F,1,Graduate,Unknown,TX,91750,no,yes,no,unknown,Selfemployeed,34598,3
709482633,46,M,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Retirees,98786,2
709485033,37,F,3,Unknown,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,2
709486158,35,M,1,Unknown,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,67052,3
709487058,29,F,1,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,41050,2
709488108,53,F,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,16788,3
709493283,51,F,3,Graduate,Single,FL,91750,no,no,no,unknown,Selfemployeed,11346,2
709494483,42,F,3,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,2
709495833,54,F,2,High School,Married,TX,91750,yes,no,no,cellular,White-collar,18923,3
709497108,40,M,2,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,114022,3
709500183,29,F,2,Unknown,Single,FL,91750,yes,no,no,cellular,Blue-collar,21202,2
709501683,50,F,2,Post-Graduate,Single,CA,91750,yes,no,no,unknown,White-collar,24431,2
709505808,63,F,0,Unknown,Married,NY,91750,no,no,yes,cellular,White-collar,18462,2
709513458,57,F,2,Uneducated,Single,FL,91750,yes,yes,no,unknown,Selfemployeed,35570,2
709514433,53,M,3,High School,Married,TX,91750,no,no,yes,cellular,Businessman,127012,3
709516458,49,F,3,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,31821,2
709518858,48,M,3,Uneducated,Married,NY,91750,no,yes,no,unknown,Blue-collar,84042,2
709520058,47,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Govt,20395,2
709523508,45,M,2,High School,Married,NY,91750,no,yes,yes,cellular,Govt,80243,3
709528308,29,F,0,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,17580,2
709530408,55,M,2,Graduate,Married,NJ,91750,no,yes,no,cellular,Govt,109942,2
709531908,47,F,5,Unknown,Married,CA,91750,yes,no,no,cellular,Blue-collar,23138,2
709534083,39,F,2,Graduate,Single,FL,91750,no,yes,yes,cellular,Selfemployeed,16967,3
709536483,45,F,2,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,19938,3
709537683,44,F,4,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,1250,3
709541433,61,F,1,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975,2
709545333,45,F,4,Graduate,Married,AR,85260,no,no,no,unknown,Govt,26989,2
709546608,43,M,2,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,78976,3
709547658,48,F,5,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,2565,2
709548783,53,F,2,Doctorate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,21500,3
709550958,65,M,0,Doctorate,Married,FL,91750,no,yes,no,telephone,Selfemployeed,31525,3
709554483,40,F,1,High School,Married,NJ,91750,no,no,no,unknown,Selfemployeed,14975,2
709556208,50,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,105206,2
709558608,62,M,1,Graduate,Single,NY,91750,no,no,no,cellular,Govt,102969,3
709560258,26,M,0,Graduate,Single,NJ,91750,no,no,no,cellular,Blue-collar,23994,3
709562358,59,M,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,63416,2
709563258,51,F,2,Unknown,Married,TX,91750,no,no,no,telephone,Selfemployeed,21594,2
709564683,44,F,3,Graduate,Unknown,CA,91750,no,yes,yes,cellular,Selfemployeed,2565,2
709566408,45,M,4,Graduate,Single,CA,91750,yes,no,no,cellular,Govt,119115,2
709567758,44,F,4,Post-Graduate,Married,CA,91750,no,yes,yes,cellular,Blue-collar,36490,2
709571958,49,M,0,Unknown,Married,FL,91750,yes,no,no,cellular,Govt,60454,3
709573533,39,M,2,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,45167,3
709575858,52,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,66923,3
709578258,55,F,1,Graduate,Single,NJ,91750,yes,no,no,cellular,Businessman,162342,3
709579383,39,F,4,Unknown,Single,CA,91750,no,yes,no,cellular,Blue-collar,12487,3
709581483,35,F,3,Graduate,Single,TX,91750,yes,yes,no,unknown,Blue-collar,26315,3
709583133,45,F,3,Graduate,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,14975,2
709584483,42,F,4,High School,Married,TX,91750,yes,yes,no,unknown,Retirees,16153,3
709585758,37,M,4,Uneducated,Married,FL,91750,no,yes,no,cellular,Retirees,47348,2
709587783,42,M,3,Uneducated,Single,NY,91750,no,no,no,cellular,Retirees,48157,2
709589208,52,F,3,Graduate,Single,TX,91750,no,no,yes,cellular,Businessman,167572,3
709591533,49,F,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,37733,2
709592808,57,M,4,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,170387,2
709596783,44,M,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,62843,2
709597983,34,F,3,High School,Single,CA,91750,yes,no,no,unknown,White-collar,36592,3
709603608,54,M,2,Uneducated,Married,FL,91750,no,yes,no,cellular,White-collar,72070,3
709604958,65,F,0,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,37823,3
709606158,51,M,4,High School,Married,NY,91750,no,no,no,cellular,White-collar,82839,2
709607733,48,M,5,High School,Married,IL,91750,yes,no,no,cellular,Blue-collar,56172,2
709608708,47,M,5,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,118954,2
709610283,48,M,4,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,67985,2
709611183,53,M,4,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,112375,3
709612983,48,F,1,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,24518,3
709614333,60,M,1,Unknown,Married,TX,91750,no,no,yes,telephone,Selfemployeed,72542,2
709615458,41,M,2,Uneducated,Single,NY,91750,no,yes,no,cellular,Businessman,195667,3
709616958,51,F,2,Post-Graduate,Married,UT,91750,yes,yes,no,cellular,Govt,35285,2
709618308,44,F,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Govt,43432,2
709619433,39,M,4,Uneducated,Married,CA,91750,yes,no,no,telephone,Govt,115362,3
709621008,45,M,3,Graduate,Single,CA,91750,yes,no,yes,cellular,Selfemployeed,51333,3
709623483,56,F,3,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,11202,2
709624533,60,F,1,Graduate,Single,NJ,91750,no,no,no,unknown,Selfemployeed,14975,3
709625733,63,M,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,71328,2
709626858,50,M,1,High School,Single,FL,91750,yes,no,no,cellular,Businessman,54124,3
709627983,36,M,3,Uneducated,Married,FL,91750,no,no,no,cellular,White-collar,65361,2
709632483,45,M,3,Graduate,Married,FL,91750,yes,no,no,cellular,Businessman,63474,3
709633533,54,F,1,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,32490,3
709635858,40,F,4,Graduate,Married,NY,91750,no,yes,no,telephone,Selfemployeed,10384,2
709638783,53,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Retirees,48948,2
709641933,45,M,4,Graduate,Married,WA,91750,yes,no,no,cellular,Businessman,65704,2
709646433,54,M,4,Unknown,Married,CA,91750,no,yes,no,cellular,White-collar,119250,3
709649958,57,F,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Retirees,24826,2
709657533,43,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,112593,2
709660233,58,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,107744,2
709662708,48,F,5,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,19094,2
709663608,55,F,2,Graduate,Single,NY,91750,no,yes,yes,unknown,White-collar,19474,2
709664658,63,M,0,Unknown,Single,TX,91750,yes,no,no,cellular,Govt,49497,3
709665783,39,M,3,Doctorate,Married,FL,91750,no,no,no,cellular,Selfemployeed,78836,2
709666908,38,M,3,High School,Single,NJ,91750,no,no,no,unknown,Govt,73510,3
709668408,34,M,2,Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,97284,2
709669533,41,M,4,High School,Married,NY,91750,no,no,yes,cellular,White-collar,64945,2
709671708,54,M,1,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,10019,2
709674333,48,F,4,High School,Married,NY,91750,yes,no,no,unknown,Selfemployeed,31383,2
709678608,59,F,1,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,55866,2
709679658,37,M,4,Graduate,Married,NY,91750,no,no,no,unknown,Businessman,80933,2
709682658,56,F,4,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,12584,2
709683633,51,F,3,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,33499,2
709688883,45,F,4,Graduate,Unknown,FL,91750,yes,no,no,unknown,Retirees,22969,2
709690158,41,F,4,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,14884,2
709693833,42,F,3,High School,Single,TX,91750,no,yes,no,telephone,Govt,28104,3
709695333,47,F,3,Graduate,Married,CA,91750,no,no,yes,cellular,Selfemployeed,39032,2
709700058,44,M,4,Unknown,Married,NY,91750,yes,no,no,cellular,Blue-collar,63135,3
709701558,46,F,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Blue-collar,14567,2
709703433,30,F,1,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,15446,2
709707033,54,F,0,Post-Graduate,Single,NJ,91750,yes,no,no,cellular,Blue-collar,13763,2
709708233,44,F,4,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,3
709709283,40,F,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,24317,2
709710783,41,F,2,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,31967,3
709711758,54,F,1,Graduate,Married,FL,91750,yes,yes,no,unknown,White-collar,17144,2
709713033,65,F,0,Graduate,Unknown,NY,91750,no,no,no,unknown,Selfemployeed,14975,2
709714008,46,F,2,Unknown,Married,FL,91750,no,no,no,cellular,Retirees,25686,3
709716258,49,M,4,Uneducated,Married,CA,91750,no,no,no,unknown,Retirees,16225,3
709718058,43,M,5,High School,Married,FL,91750,no,no,yes,cellular,Govt,72630,3
709719333,35,M,2,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,80777,3
709722858,59,M,0,High School,Single,TX,91750,no,no,no,cellular,Govt,114711,2
709726158,38,M,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,White-collar,95473,2
709728183,42,F,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,59289,3
709729533,32,F,0,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,22876,3
709730508,44,M,5,Doctorate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,68783,2
709732608,41,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,56365,3
709735008,47,F,2,Graduate,Married,TX,91750,no,no,yes,cellular,Blue-collar,18482,3
709736658,46,M,2,Graduate,Married,NV,91750,no,yes,no,cellular,Businessman,62968,3
709738008,39,M,1,Graduate,Married,NY,91750,yes,yes,no,unknown,Businessman,90756,3
709739283,58,F,0,Graduate,Married,CA,91750,no,yes,yes,cellular,White-collar,53629,2
709741608,43,M,3,Unknown,Married,CA,91750,no,yes,yes,cellular,Govt,41334,2
709742958,55,F,3,Uneducated,Single,TX,91750,no,no,no,cellular,White-collar,36899,2
709745508,58,F,3,High School,Married,NY,91750,no,yes,no,telephone,Blue-collar,22334,3
709747308,56,M,3,High School,Married,FL,91750,no,yes,no,cellular,Businessman,75538,2
709749483,34,M,1,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,69584,3
709752183,55,F,2,Graduate,Single,VA,91750,no,no,yes,cellular,Selfemployeed,12715,3
709757583,29,F,0,Uneducated,Single,NY,91750,yes,no,no,telephone,Blue-collar,21187,3
709759908,39,M,3,Graduate,Married,CA,91750,no,yes,yes,cellular,Govt,57930,2
709762008,57,M,3,Unknown,Married,FL,91750,yes,yes,no,cellular,Retirees,71313,2
709762908,43,M,3,Graduate,Unknown,NY,91750,no,no,no,cellular,Retirees,89096,2
709764483,37,M,3,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,48436,2
709766808,48,M,2,High School,Married,NY,91750,no,no,no,cellular,Govt,42746,2
709769283,53,F,1,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,52252,2
709770408,55,M,3,Graduate,Married,FL,91750,yes,yes,no,telephone,Businessman,115855,2
709774608,44,F,2,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,37668,2
709779258,35,F,2,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,49630,2
709780158,39,M,3,High School,Single,CA,91750,yes,yes,no,cellular,Govt,79341,3
709781208,42,M,1,High School,Married,TX,91750,yes,no,no,cellular,Retirees,98960,2
709783908,56,F,1,High School,Single,CA,91750,no,no,no,unknown,White-collar,18581,2
709785783,26,M,0,Unknown,Single,NY,91750,no,yes,yes,unknown,Selfemployeed,14975,3
709787733,44,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,48600,3
709788783,52,M,0,Unknown,Married,TX,91750,yes,no,no,cellular,Govt,92593,3
709790058,47,M,4,Graduate,Married,FL,91750,yes,yes,no,cellular,Govt,88788,2
709791333,52,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,76643,3
709793133,47,F,3,Uneducated,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,14975,2
709794333,47,F,4,Unknown,Single,FL,91750,yes,yes,yes,cellular,Selfemployeed,14975,1
709798908,53,F,1,Unknown,Married,CA,91750,yes,no,no,unknown,Retirees,30654,3
709802208,48,F,3,Uneducated,Single,NJ,91750,no,no,no,cellular,Blue-collar,32977,2
709803258,43,F,0,High School,Married,NY,91750,no,no,no,unknown,Retirees,26760,2
709804533,50,F,4,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,46567,1
709807383,45,F,2,Unknown,Married,FL,91750,yes,no,no,telephone,Businessman,212509,3
709810458,44,F,3,Graduate,Married,NY,91750,yes,yes,no,unknown,Retirees,54920,2
709813008,41,M,2,Graduate,Married,CA,91750,no,no,yes,cellular,White-collar,65986,1
709814883,43,F,2,Graduate,Single,CA,90025,yes,yes,no,unknown,Businessman,215862,3
709816158,47,F,3,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,23101,1
709820658,45,M,2,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,42191,1
709822008,63,M,1,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,57565,2
709823733,41,M,3,Uneducated,Single,TX,91750,no,yes,no,telephone,Retirees,104384,2
709824633,57,M,2,Graduate,Married,NY,91750,no,yes,yes,cellular,White-collar,91871,3
709826058,53,F,2,Uneducated,Married,CA,91750,no,yes,no,unknown,Retirees,16146,1
709827933,30,M,1,Unknown,Single,NJ,91750,yes,no,no,cellular,White-collar,39969,3
709830783,43,F,5,Graduate,Single,TX,91750,yes,no,no,cellular,Retirees,48357,1
709831983,45,F,5,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,204723,2
709836258,50,M,3,Uneducated,Single,FL,91750,no,yes,no,telephone,Businessman,94176,3
709837308,45,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,White-collar,43234,1
709838508,47,M,1,Unknown,Married,FL,91750,no,no,no,telephone,Businessman,102039,3
709839858,29,F,2,Uneducated,Single,NJ,91750,no,no,no,unknown,Selfemployeed,14975,3
709841433,39,F,2,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,44329,2
709850508,42,F,3,Unknown,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,33541,2
709852908,39,F,3,Graduate,Married,NV,91750,no,no,no,unknown,Selfemployeed,14975,3
709854483,62,F,0,Graduate,Single,TX,91750,yes,yes,yes,unknown,Businessman,27552,2
709855608,61,F,0,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,2
709857033,29,M,1,Uneducated,Married,TX,91750,no,no,no,cellular,White-collar,51868,1
709858533,41,F,4,Uneducated,Unknown,NY,91750,no,yes,no,cellular,White-collar,25627,2
709861008,43,M,3,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,114799,3
709864833,53,F,2,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,12005,3
709865883,32,M,1,High School,Single,HI,91750,yes,yes,no,cellular,White-collar,116862,2
709868433,58,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,60839,3
709869708,54,F,2,High School,Single,NY,91750,yes,no,no,cellular,Blue-collar,48255,2
709871658,48,M,4,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,107307,3
709873683,55,M,1,Uneducated,Single,NY,91750,yes,yes,no,cellular,Retirees,58881,1
709876008,36,F,2,Unknown,Unknown,TX,91750,yes,no,no,cellular,Blue-collar,16094,1
709879458,56,F,1,Graduate,Married,PA,91750,no,yes,no,cellular,Retirees,17671,1
709883883,47,M,4,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,110342,1
709886583,53,F,3,Unknown,Single,CA,91750,yes,yes,no,telephone,Businessman,32243,1
709887483,51,F,3,High School,Married,FL,91750,yes,yes,no,cellular,Retirees,38348,1
709888383,59,M,0,Uneducated,Unknown,CA,91750,yes,yes,no,telephone,White-collar,63945,1
709891608,33,F,1,Graduate,Married,FL,91750,yes,yes,no,unknown,Govt,19018,3
709892658,44,M,4,High School,Single,NY,91750,no,yes,no,unknown,White-collar,65216,1
709893858,49,M,2,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,71847,2
709895508,44,M,4,Unknown,Single,CA,91750,yes,yes,no,cellular,White-collar,103638,1
709897983,57,F,0,Graduate,Married,CA,91750,no,yes,yes,cellular,Selfemployeed,18501,1
709901058,35,M,2,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,52805,3
709902108,41,M,3,Doctorate,Single,TX,91750,yes,no,no,cellular,Retirees,85981,3
709904508,41,M,2,Doctorate,Married,UT,91750,no,yes,no,cellular,Businessman,52950,2
709910733,39,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,126439,1
709912683,55,M,0,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,60020,1
709913733,37,F,3,High School,Single,MI,91750,no,no,no,cellular,Selfemployeed,14975,2
709914858,40,M,3,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,95077,1
709916058,65,F,1,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975,2
709918158,53,F,2,Graduate,Married,CA,91750,no,yes,yes,unknown,Blue-collar,20405,2
709919283,58,F,0,Uneducated,Unknown,TX,91750,yes,yes,no,telephone,Selfemployeed,14975,3
709920258,36,M,4,Doctorate,Married,UT,91750,yes,no,yes,cellular,Selfemployeed,67145,3
709921158,56,F,1,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,54921,3
709922508,51,M,2,Unknown,Married,CA,91750,yes,yes,no,cellular,Govt,95699,3
709925733,55,M,0,Doctorate,Married,CA,91750,no,no,no,cellular,Govt,93040,3
709927458,50,F,3,Post-Graduate,Single,WA,91750,no,yes,no,unknown,Selfemployeed,48536,1
709928358,51,M,3,Graduate,Single,TX,91750,yes,no,no,telephone,Govt,114988,2
709930758,26,F,1,Uneducated,Single,FL,91750,no,no,no,unknown,Selfemployeed,14975,2
709932558,34,F,2,Graduate,Unknown,TX,91750,no,no,no,unknown,Blue-collar,15484,3
709934808,56,M,3,Uneducated,Married,FL,91750,yes,no,no,cellular,White-collar,123414,3
709935708,49,M,3,High School,Single,FL,91750,no,no,no,cellular,White-collar,56575,3
709937583,56,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,156076,3
709938708,41,M,2,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,69235,2
709942383,50,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,14975,2
709945458,55,M,1,Doctorate,Single,NY,91750,no,no,no,cellular,Retirees,78433,3
709946658,57,M,2,Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,71723,1
709948233,57,M,1,Graduate,Unknown,CA,91750,no,yes,no,cellular,White-collar,98193,2
709950858,42,F,3,Uneducated,Single,CA,91750,yes,yes,no,cellular,Retirees,37625,3
709952658,39,M,2,Doctorate,Single,CA,91750,yes,no,no,cellular,Govt,63651,2
709955958,38,F,0,Uneducated,Single,CA,91750,yes,yes,no,unknown,White-collar,36794,3
709957158,42,M,3,High School,Married,TX,91750,yes,no,no,cellular,Retirees,45716,2
709959858,55,M,2,High School,Single,FL,91750,no,yes,no,cellular,Selfemployeed,42908,1
709961958,45,F,4,Doctorate,Unknown,NJ,91750,yes,no,no,unknown,Selfemployeed,5525,2
709965858,46,M,3,Uneducated,Married,NY,91750,no,no,yes,telephone,Retirees,70704,2
709967358,35,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,14975,3
709969758,49,M,1,Graduate,Single,FL,91750,no,no,no,unknown,White-collar,147447,3
709971708,47,M,3,Post-Graduate,Unknown,MN,91750,no,no,no,cellular,White-collar,118831,3
709972908,51,M,2,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,59285,3
709974108,54,F,1,Graduate,Unknown,NY,91750,yes,yes,no,cellular,White-collar,34818,3
709976358,49,M,3,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,46013,3
709977933,38,M,2,High School,Married,NY,91750,yes,no,no,cellular,Businessman,114772,1
709979583,40,F,3,Uneducated,Married,NY,91750,no,no,no,unknown,Selfemployeed,19950,3
709980783,41,F,4,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,49299,1
709982658,41,M,4,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,54328,3
709984083,42,M,2,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,109168,1
709985133,51,F,0,Graduate,Married,CA,91750,no,no,no,unknown,Retirees,30557,3
709986633,57,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,22430,1
709987683,35,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,32551,3
709990983,38,F,3,Post-Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,11385,2
709991883,45,F,5,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,5225,3
709993158,61,F,0,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,45266,1
709996833,45,M,2,Uneducated,Unknown,NJ,91750,no,no,no,cellular,Businessman,104586,1
709997958,47,F,5,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,22129,3
709999308,27,F,0,Unknown,Single,CA,91750,yes,yes,no,cellular,Govt,37793,1
710002833,43,M,3,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Govt,58964,3
710003958,46,F,3,High School,Single,CA,91750,no,yes,no,cellular,Blue-collar,50310,1
710004933,57,F,0,Unknown,Married,CA,91750,no,yes,no,unknown,Blue-collar,14029,2
710005683,40,F,4,Uneducated,Married,NJ,91750,yes,no,yes,cellular,Businessman,235039,2
710006958,37,M,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Govt,76798,1
710013258,49,M,2,High School,Married,NY,91750,no,no,no,cellular,White-collar,63977,2
710014683,45,F,2,Graduate,Married,MI,91750,no,no,no,cellular,Selfemployeed,32665,3
710015733,42,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Govt,35023,2
710016708,52,M,3,Unknown,Single,TX,91750,no,yes,no,unknown,Businessman,109516,1
710017758,35,F,3,Graduate,Married,FL,91750,yes,yes,yes,cellular,Businessman,42161,2
710019933,34,F,2,High School,Married,FL,91750,no,no,no,cellular,White-collar,138682,1
710023233,65,M,2,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,32029,2
710026458,36,M,2,Graduate,Single,CA,91750,yes,no,no,cellular,Businessman,119774,3
710027508,52,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,13102,3
710032608,62,F,0,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,1
710035008,35,F,3,Uneducated,Married,FL,91750,no,no,no,cellular,Retirees,28453,3
710036508,40,F,3,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,8250,1
710038008,38,F,1,High School,Unknown,MO,91750,yes,no,no,unknown,Selfemployeed,14237,2
710039208,52,F,2,High School,Single,NY,91750,no,yes,no,cellular,Retirees,44071,2
710040483,31,M,1,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,44698,1
710043408,47,F,5,Uneducated,Married,CA,91750,no,no,no,unknown,Blue-collar,18439,2
710044308,50,F,0,Graduate,Married,CA,91750,yes,yes,no,telephone,Govt,28323,3
710045058,42,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,Blue-collar,12512,3
710047533,48,M,2,High School,Single,CA,91750,no,no,no,cellular,Businessman,115498,1
